SystemID,Mô tả thô (Raw Input),Tiêu đề dự đoán (Pred Title),Mô tả dự đoán (Pred Desc),Thông số trích xuất (Specs),LLM_Accuracy_Score,LLM_Accuracy_Reason,LLM_Coherence_Score,LLM_Coherence_Reason,LLM_Specs_Score,LLM_Specs_Reason,Expert_Accuracy_Score (1-5),Expert_Coherence_Score (1-5),Expert_Specs_Score (1-5),Expert_Corrected_Description (Viết lại chuẩn nếu cần),Expert_Notes (Ghi chú lỗi)
SYS-MP75GT4Y-GN,"HUỲNH VĂN BÁNH 27.5/30 5 3.7 8 8.9 tỷ Phú Nhuận Phú Nhuận 5-10 tỷ HĐ Nguyễn Thị Thu Diễm Phát Lộc  H3GB nguồn Đầu chủ Nguyễn Thị Thu Diễm - Phát Lộc 🏡 SIÊU PHẨM NHÀ MỚI HẺM XE HƠI NGAY LÊ VĂN SỸ - 5 TẦNG SÂN THƯỢNG BTCT - 3PN 4WC FULL NỘI THẤT - CHỈ 8.9 TỶ     Mô tả:  + Vị trí: HẺM VIP Huỳnh Văn Bánh, P.13, Phú Nhuận . Ngay Lê Văn Sỹ đoạn đường sầm uất, đầy đủ tiện ích.  + Diện tích : 3.7m ❌ 8m ( dtsd 110m2)  + Kết cấu: Trệt, lửng , 3 lầu, sân thượng BTCT. Gồm 3PN, 4WC, PK, bếp, phòng làm việc, sân thượng. Nhà lô góc nên rất thoáng và mát mẻ.   + Tặng Full nội thất : Sofa, máy lạnh, bộ bàn ăn, bếp, giường , tủ lạnh ...     Link Facebook:   + Anh chị em dẫn khách báo trước ĐC Diễm 45 phút để được hỗ trợ tốt nhất  + Chúc Anh Chị Em Thiên Khôi bùng nổ giao dịch",Phú Nhuận - 5.0m2 (4.0x8.9) - Hẻm xe hơi - 3 tầng - 13.0 Tỷ,"🏡 SIÊU PHẨM NHÀ MỚI HẺM XE HƠI NGAY LÊ VĂN SỸ - 5 TẦNG SÂN THƯỢNG BTCT - 3PN 4WC FULL NỘI THẤT - CHỈ 8.9 TỶ + Vị trí: HẺM VIP Huỳnh Văn Bánh, P.13, Phú Nhuận . + Kết cấu: Trệt, lửng , 3 lầu, sân thượng BTCT.","{""duong"": null, ""phuong"": null, ""quan"": ""Phú Nhuận"", ""gia_ty"": 13.0, ""dien_tich_m2"": 5.0, ""so_tang"": 3, ""mat_tien_m"": 4.0, ""chieu_sau_m"": 8.9, ""phan_loai_hem"": ""Hẻm xe hơi""}",3,Sai diện tích (5.0m2) và giá trị bị làm tròn/thay đổi.,4,Loại bỏ tốt thông tin rác nhưng tiêu đề còn thiếu tính tự nhiên.,3,Bỏ sót các thông số quan trọng như diện tích và tên đường chính xác.,,,,,
SYS-MP75Z7G0-H3,"Cao Thắng 44.7/50 5 4.5 11 11.9 tỷ Hòa Hưng Quận 10 10-15 tỷ HĐ Nguyễn Duy Bảo Thiên Địa  H3GB nguồn Đầu chủ Nguyễn Duy Bảo - Thiên Địa ✨ 4/5/2026 Chủ đã đồng ý giảm 600tr 👉 Giá mới 11.9 Tỷ. Chốt 🤝  👉 Chú ý: ACE đi khảo sát vui lòng chụp 1 ảnh selfie 🤳 gửi ĐC để nhận sổ nhé. Chốt 🤝  NHÀ ĐẸP TRUNG TÂM QUẬN 10 – HẺM XE HƠI CAO THẮNG – KHU DÂN TRÍ CAO - AN NINH ĐỈNH  Một căn nhà hiếm ở trung tâm Cao Thắng – Quận 10, nơi vừa đủ yên tĩnh để ở nhưng chỉ vài phút là chạm đến nhịp sống sôi động của trung tâm thành phố.  Thông tin chi tiết:  Địa chỉ: Cao Thắng, Phường 12, Quận 10  📍Vị trí: Tọa lạc tại khu Cao Thắng – Ba Tháng Hai – Nguyễn Tri Phương, khu vực trung tâm Quận 10 với đầy đủ tiện ích:  Trường học – bệnh viện – trung tâm thương mại – nhà hàng – quán cà phê – tất cả trong bán kính vài phút di chuyển.  • Diện tích đất: 44.7m²  • Diện tích sàn: 186.4m²  • Kết cấu: 1 trệt + lửng + 3 lầu (5 tầng)  • Nhà xây kiên cố, sàn BTCT – mái BTCT, móng đóng cọc, chính chủ xây dựng tâm huyết trong 6 tháng.  + Trệt: Phòng khách rộng, trần cao thoáng đãng, có 1 PN phía sau, 1 WC.  + Lửng: Bếp và phòng ăn thiết kế gọn gàng, tiện nghi.  + Lầu 1 - 2: mỗi tầng 2 phòng ngủ thoáng sáng, có ban công, cửa sổ, 2 WC khép kín.  👉 Tổng: 5 PN 5 WC  • Pháp lý: Sổ hồng riêng – đất ở đô thị – sở hữu lâu dài  • Nhà được chăm chút kỹ lưỡng, có thể vào ở ngay  ✨ Phù hợp:  • Gia đình ở lâu dài  • Mua giữ tài sản trung tâm  • Kết hợp ở và làm văn phòng  💰 Giá bán: 12.5 tỷ (TL)  ---  ACE khảo sát dẫn khách theo qui trình Cty. Alô PP Bảo 24/7 để được hỗ trợ kịp thời. Chúc ACE hái🌹rực rỡ.  BBK  Chuẩn mực từng giao dịch",NHÀ ĐẸP TRUNG TÂM QUẬN Quận 10 - Hẻm xe hơi - 4 tầng,"NHÀ ĐẸP TRUNG TÂM QUẬN 10 – HẺM XE HƠI CAO THẮNG – KHU DÂN TRÍ CAO - AN NINH ĐỈNH Địa chỉ: Cao Thắng, Phường 12, Quận 10 • Kết cấu: 1 trệt + lửng + 3 lầu (5 tầng)","{""duong"": ""NHÀ ĐẸP TRUNG TÂM QUẬN"", ""phuong"": null, ""quan"": ""Quận 10"", ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": 4, ""mat_tien_m"": null, ""chieu_sau_m"": null, ""phan_loai_hem"": ""Hẻm xe hơi""}",4,Giá và diện tích được giữ nguyên; bỏ sót thông tin giảm giá.,3,Loại bỏ tốt rác nội bộ nhưng vẫn còn câu văn lủng củng.,4,"Bảo toàn các thông số cốt lõi (địa chỉ, diện tích, tầng) khá đầy đủ.",,,,,
SYS-MP75ZR8R-C4,"Cao Thắng 39 4 5.3 8 14.58 tỷ Hòa Hưng Quận 10 10-15 tỷ HĐ Phạm Văn Hà (Đầu chủ) Thiên Quân  H3GB nguồn Hội đồng thẩm định HẠ 220tr - Giá mới 14.58 tỷ chốt nhanh Anh chị em ơi   HÀNG HIẾM CAO THẮNG - QUẬN 10 - HOÀ HƯNG   39m2 - 4 tầng - Mới - FULL Nội thất - NGANG 5.32m      Cao Thắng 39 4 5.32 7.5 14.8 tỷ Hoà Hưng, HCM ( Quận 10 cũ ) HĐ TP Hà - phòng Thiên Quân - , Hoa Hồng 3GB , Nguồn HĐTĐ      Mô tả :   - Nhà mới leng keng THIẾT KẾ HIỆN ĐẠI  - Sân để xe   - Phòng khách bếp LỚN, 2PN khép kín ( có thể thiết kế thành 3pn) 3WC, Sân thượng   - 📍 Tiện ích xung quanh:          •        Ngay trung tâm Quận 10, gần Cao Thắng          •        Gần chợ, siêu thị, trường học          •        Di chuyển nhanh Quận 1, Quận 3, Quận 5          •        Khu dân cư đông đúc, tiện ở & kinh doanh nhỏ     💣 Điểm nổi bật căn nhà:          •        Ngang 5.3m hiếm trong khu 🔥          •        Nhà 4 tầng mới, full nội thất – vào ở ngay          •        Hẻm ba gác thông, cách xe hơi chỉ 15m          •        Không lộ giới – giữ giá lâu dài  👉 Vị trí trung tâm + ngang lớn + nhà mới = hàng hiếm dễ chốt        📜 Sổ hồng 2026  chính chủ  – pháp lý chuẩn - hoàn công đủ  – công chứng trong ngày  - - - - 💥💥- - - - GIÁ TỐT - ⚡️⚡️CHỐT BẤT CHẤP ,  - - - - 👉👉👉👉👉BÁN GẤP ,  🌹🌹🌹🌹- - - ANH CHỊ EM CHỐT NHANH,  - ,  ✈️✈️✈️Anh chị em khảo sát, dẫn khách đúng quy trình Công ty, báo trước ĐC Hà 60 phút để được hỗ trợ tốt nhất. Anh em dẫn khách nói bên Hà để đảm bảo HOA HỒNG. ,  Chúc anh em chốt rực rỡ🌹🌹🌹🌹🌹",HẠ Quận 10 - Hẻm thông - 14.58 Tỷ,"HẠ 220tr - Giá mới 14.58 tỷ chốt nhanh Anh chị em ơi •        Ngay trung tâm Quận 10, gần Cao Thắng 📜 Sổ hồng 2026  chính chủ  – pháp lý chuẩn - hoàn công đủ  – công chứng trong ngày","{""duong"": ""HẠ"", ""phuong"": null, ""quan"": ""Quận 10"", ""gia_ty"": 14.58, ""dien_tich_m2"": null, ""so_tang"": null, ""mat_tien_m"": null, ""chieu_sau_m"": null, ""phan_loai_hem"": ""Hẻm thông""}",3,"Có thông tin nội bộ (hoa hồng, báo trước) và giá bị rút gọn thiếu ngữ cảnh.",2,"Vẫn còn nhiều từ rác, lời kêu gọi hành động không chuyên nghiệp.",4,"Giữ được các thông số cốt lõi (vị trí, diện tích, giá) nhưng thiếu tính hệ thống.",,,,,
SYS-MP760LYQ-AC,"Cao Thắng 60 3 5 12 15.5 tỷ Hòa Hưng Quận 10 15-25 tỷ HĐ Nguyễn Văn Thư_ĐC Cát Linh  H3GB nguồn Đầu chủ Nguyễn Văn Thư_ĐC - Cát Linh HXH 5M ÔTÔ VÀO NHÀ  - KHU HÀ ĐÔ QUẬN 10 - 5 CĂN HỘ MINI (ĐANG CHO THUÊ 65TR/THÁNG)!   Cao Thắng 60 3 5 12 15.5 tỷ, phường 12 quận 10 (nay là phường Hòa Hưng), 15 đến 25, HĐ GĐ Thư khối Cát Linh, , HH3GB, nguồn GĐ Thư. Mô tả: (ACE dẫn khách đi hẻm 392.20 Cao Thắng)  + Kết cấu: Trệt 2 lầu BTCT chắc chắn, gồm 5 căn hộ mini (mỗi căn hộ gồm: 2PN mỗi phòng ngủ đều có máy lạnh riêng, TC 10PN nhỏ, wc, phòng khách, bếp), trang bị đầy đủ nội thất cao cấp gồm giường tủ, bếp, bàn ghế, ...  + Nhà hiện tại đang cho thuê 13tr/căn hộ; 65tr/tháng (số chính xác 100% ACE tự tin tư vấn khách), có phòng để xe cho khách rất thoáng. + Nhà 2 mặt hẻm rộng rãi, xe hơi vào nhà, hẻm 5m. Không bị lộ giới, vuông vức. + Vị trí ngay Hà Đô nổi tiếng nhất quận 10, Trung tâm của Trung tâm. + Sổ vuông vức, thông số đẹp. Hoàn công đầy đủ. + Chủ hợp tác, ACE dẫn khách chuẩn quy trình, chúc ACE sớm thu bông rực rỡ.",Cao Thắng Quận 10 - 60.0m2 (5.0x12.0) - Hẻm thông - 3 tầng - 15.5 Tỷ,"Cao Thắng 60 3 5 12 15.5 tỷ, phường 12 quận 10 (nay là phường Hòa Hưng), 15 đến 25, HĐ GĐ Thư khối Cát Linh, , HH3GB, nguồn GĐ Thư. + Kết cấu: Trệt 2 lầu BTCT chắc chắn, gồm 5 căn hộ mini (mỗi căn hộ gồm: 2PN mỗi phòng ngủ đều có máy lạnh riêng, TC 10PN nhỏ, wc, phòng khách, bếp), trang bị đầy đủ nội thất cao cấp gồm giường tủ, bếp, bàn ghế, ... + Vị trí ngay Hà Đô nổi tiếng nhất quận 10, Trung tâm của Trung tâm.","{""duong"": ""Cao Thắng"", ""phuong"": ""Phường 12"", ""quan"": ""Quận 10"", ""gia_ty"": 15.5, ""dien_tich_m2"": 60.0, ""so_tang"": 3, ""mat_tien_m"": 5.0, ""chieu_sau_m"": 12.0, ""phan_loai_hem"": ""Hẻm thông""}",4,Bỏ sót thông tin thuê nhà và hẻm rộng rãi quan trọng.,3,"Vẫn còn các cụm từ nội bộ như 'HĐ GĐ Thư', cần tinh chỉnh hơn.",4,Bỏ sót thông tin hẻm rộng và giá thuê nhà quan trọng.,,,,,
SYS-MP760YOH-BW,"Đồng Nai 71.2 5 4.3 17 22.8 tỷ Hòa Hưng Quận 10 15-25 tỷ HĐ Ngô Thiên Vân_ĐC Mạnh Phát  H3GB nguồn Đầu chủ Ngô Thiên Vân_ĐC - Mạnh Phát 💥💥💥NHÀ SIÊU ĐẸP - 5 TẦNG - CĂN GÓC HẺM 6M - CÓ THANG MÁY - 1/ ĐỒNG NAI TRỤC THẲNG CHỈ 30M KHU VỰC HÓT NHẤT TRUNG TÂM QUẬN 10 - CHỈ HƠN 22 TỶ 😍😍😍     📍Đồng Nai - Phường 15 ( P. Hòa Hưng mới) - Quận 10 - Tp.HCM     DT đất: 71.2 m2 ( 4.3m x 17m ) DT sử dụng: 341 m2 Kết cấu nhà BTCT hiện đại: 1 trệt + 4 lầu - Có thang máy: 600kg / 8 - 10 người Nhà hướng: Đông Nam ( mát mẻ quanh năm ) Hiện đang có hợp đồng thuê khoán CHDV: 50tr tháng ( 600tr/ năm ).  Hợp đồng thuê còn hơn 02 năm. Khách mua nhà có quyền lựa chọn: 1/ Duy trì hợp đồng cho thuê CHDV 2/ Nhận nhà trống giao ngay Thuận tiện di chuyển nhanh vài phút đến các trục đường chính: Tô Hiến Thành; Sư Vạn Hạnh; Thành Thái; Trường Sơn; CMT8; Bắc Hải; Lý Thường Kiệt... Khu vực sầm uất - An ninh - Không ngập nước. Thích hợp kinh doanh đa ngành nghề... Tiện ích xung quanh: Gần chợ, Siêu thị, Trường học, Bệnh viện, Công viên, Nhà hàng, Quán ăn, Cà phê... Pháp lý chuẩn - Sổ hồng chính chủ - Công chứng trong ngày - Nhà 1 đời chủ - chủ có hỗ trợ vay NH  👉 Khách xem báo ĐC 30p để được hỗ trợ tốt nhất nhé!",Quận 10 - 5.0m2 (1.0x30.0) - Hẻm thông - 6 tầng - 10.0 Tỷ,💥💥💥NHÀ SIÊU ĐẸP - 5 TẦNG - CĂN GÓC HẺM 6M - CÓ THANG MÁY - 1/ ĐỒNG NAI TRỤC THẲNG CHỈ 30M KHU VỰC HÓT NHẤT TRUNG TÂM QUẬN 10 - CHỈ HƠN 22 TỶ 😍😍😍 📍Đồng Nai - Phường 15 ( P. Hòa Hưng mới) - Quận 10 - Tp.HCM Pháp lý chuẩn - Sổ hồng chính chủ - Công chứng trong ngày - Nhà 1 đời chủ - chủ có hỗ trợ vay NH,"{""duong"": null, ""phuong"": null, ""quan"": ""Quận 10"", ""gia_ty"": 10.0, ""dien_tich_m2"": 5.0, ""so_tang"": 6, ""mat_tien_m"": 1.0, ""chieu_sau_m"": 30.0, ""phan_loai_hem"": ""Hẻm thông""}",4,Bỏ sót thông tin giá và diện tích quan trọng.,3,Vẫn giữ lại các cụm từ rác như 'Pháp lý chuẩn' và thiếu tính mạch lạc.,2,"Bỏ sót nhiều thông số cốt lõi: diện tích, giá bán, tầng nhà.",,,,,
SYS-MP761FGI-DF,"Phạm Ngọc Thạch 36 5 3 12 13.99 tỷ Xuân Hòa Quận 3 10-15 tỷ HĐ Nguyễn Tri Phúc Thiên Ân 0909761320 H3GB nguồn Đầu chủ Nguyễn Tri Phúc - Thiên Ân KHU HIẾM NHÀ BÁN - PHẠM NGỌC THẠCH QUẬN 3 - 36m2 - HẺM XE HƠI THÔNG ĐIỆN BIÊN PHỦ,VÕ THỊ SÁU - 5 TẦNG 8PN ĐANG KINH DOANH SPA - CHỈ 13TY99 TL NHẸ     Phạm Ngọc Thạch 36 5 3 12 13,99 tỷ Phường Xuân Hoà Quận 3  HĐ ĐC Tri Phúc - Khối THIÊN ÂN  HH 3% - Nguồn ĐC Tri Phúc   Mô tả :   📐 Diện tích: 3 x 12m  🏢 Kết cấu: 1 trệt 4 lầu – 8 phòng, 4 WC  ✨ Ban công thoáng – nhà xây mới, phong cách hiện đại, tông trắng sáng  💼 Phù hợp nhiều mục đích:  • Kinh doanh spa, văn phòng, studio, dịch vụ  • Cho thuê phòng / căn hộ dịch vụ  • Nhà ở trung tâm thành phố  📍 Vị trí cực kỳ thuận tiện:  Gần Nhà Thờ Tân Định, Dinh Độc Lập, Chợ Tân Định, Công Viên Lê Văn Tám và nhiều khu vực trung tâm.  🌿 Nằm trong khu vực sầm uất nhưng vẫn đảm bảo sự yên tĩnh và an ninh.  💰 Giá bán: 13Ty99 BL – Sổ đỏ đầy đủ, làm việc chính chủ     🌹🌹Chúc ACE sức khỏe, chốt bùng nổ, xem nhà báo  Đầu chủ  Tri Phúc 59’   Facebook :   Vào app ACE tìm từ khóa  💥 Chúc ACE Thiên Khôi chốt nhà bùng nổ ♥",KHU HIẾM NHÀ BÁN - PHẠM NGỌC THẠCH QUẬN Quận 3 - 3.0m2 (2.0x5.0) - Hẻm xe hơi - 36 tầng - 8.0 Tỷ,"KHU HIẾM NHÀ BÁN - PHẠM NGỌC THẠCH QUẬN 3 - 36m2 - HẺM XE HƠI THÔNG ĐIỆN BIÊN PHỦ,VÕ THỊ SÁU - 5 TẦNG 8PN ĐANG KINH DOANH SPA - CHỈ 13TY99 TL NHẸ Phạm Ngọc Thạch 36 5 3 12 13,99 tỷ Phường Xuân Hoà Quận 3  HĐ ĐC Tri Phúc - Khối THIÊN ÂN  HH 3% - Nguồn ĐC Tri Phúc 💰 Giá bán: 13Ty99 BL – Sổ đỏ đầy đủ, làm việc chính chủ","{""duong"": ""KHU HIẾM NHÀ BÁN - PHẠM NGỌC THẠCH QUẬN"", ""phuong"": ""Phường Xuân Hoà"", ""quan"": ""Quận 3"", ""gia_ty"": 8.0, ""dien_tich_m2"": 3.0, ""so_tang"": 36, ""mat_tien_m"": 2.0, ""chieu_sau_m"": 5.0, ""phan_loai_hem"": ""Hẻm xe hơi""}",3,"Sai diện tích (3.0m2) và tầng (36 tầng), nhưng giữ giá chính xác.",2,"Vẫn còn thông tin rác như số điện thoại, nguồn nội bộ chưa loại bỏ hết.",3,Bỏ sót nhiều chi tiết quan trọng (ví dụ: hẻm xe hơi) và sai lệch diện tích.,,,,,
SYS-MP762B6J-5,"Đặng Văn Ngữ 98 2 4 26 16 tỷ Phú Nhuận Phú Nhuận 15-25 tỷ HĐ Huỳnh Công Thạch_ĐC Thiên Thổ  H3GB nguồn Đầu chủ Huỳnh Công Thạch_ĐC - Thiên Thổ CHỦ GIẢM MẠNH 2 TỶ 5 GIÁ MỚI 16Tỷ        🎉MẶT TIỀN ĐẶNG VĂN NGỮ PHÚ NHUẬN- GẦN 100M2 - 3 TẦNG 18 TỶ CHÚT🎉     Đặng Văn Ngữ 98 3 4 24 18.5tỷ, Phường Phú Nhuận TPHCM HĐ 15 đến 18 TP Công Thạch -phòng Thiên Thổ, , Hoa hồng 3% giá bán , nguồn TP Công Thạch.     ✴️Mô tả :     ✅Kết cấu: 1 trệt , lầu , sân thượng giống lửng, 5pn , 3wc ,Nhà mặt tiền Đặng Văn Ngữ đoạn đẹp và sầm uất nhất Phú Nhuận, đang chi thuê kinh doanh Bún Đậu Mắm Tôm      ✅ Vị trí :ngay Đặng Văn Ngữ ... , các trục đường lớn, tiện di chuyển khắp nơi, gần chợ , Siu Thị  , trường học...     Link FB -        ✅xem nhà alo trước TP Thạch 30p.     ✅ Pháp lý chuẩn, công chứng ngay, sổ chủ cất két rất an toàn.     ✴️ĐẶC BIỆT : TƯ VẤN PHÁP LÝ , NHẬN LÀM TẤT CẢ GIẤY TỜ LIÊN QUAN TỚI NHÀ ĐẤT✴️          🤝ACE khảo sát - để nắm được tất cả điểm mạnh và yếu của căn nhà . TP đã chuẩn bị sẵn giấy cọc chờ ACE đến thu 🌹🌹🌹",Phú Nhuận - 100.0m2 (3.0x18.0) - Mặt tiền - 2 tầng - 1.0 Tỷ,"🎉MẶT TIỀN ĐẶNG VĂN NGỮ PHÚ NHUẬN- GẦN 100M2 - 3 TẦNG 18 TỶ CHÚT🎉 ✅Kết cấu: 1 trệt , lầu , sân thượng giống lửng, 5pn , 3wc ,Nhà mặt tiền Đặng Văn Ngữ đoạn đẹp và sầm uất nhất Phú Nhuận, đang chi thuê kinh doanh Bún Đậu Mắm Tôm ✴️ĐẶC BIỆT : TƯ VẤN PHÁP LÝ , NHẬN LÀM TẤT CẢ GIẤY TỜ LIÊN QUAN TỚI NHÀ ĐẤT✴️","{""duong"": null, ""phuong"": null, ""quan"": ""Phú Nhuận"", ""gia_ty"": 1.0, ""dien_tich_m2"": 100.0, ""so_tang"": 2, ""mat_tien_m"": 3.0, ""chieu_sau_m"": 18.0, ""phan_loai_hem"": ""Mặt tiền""}",3,Giá và diện tích bị sai lệch so với tin thô gốc.,2,Vẫn còn các thông tin giao dịch nội bộ (ví dụ: '1.0 Tỷ').,3,Bỏ sót nhiều chi tiết quan trọng như số tầng và khu vực.,,,,,
SYS-MP7634YK-9F,"Nguyễn Thiện Thuật 31.8 2 3 11 7.8 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Lê Hữu Thời Như Ý  H3GB nguồn Đầu chủ Lê Hữu Thời - Như Ý HKĐC- Ký với mẹ,người quyết định giá.(uỷ quyền).  Nhà mới sửa lại , chủ tặng toàn bộ nội thất 100%.Hình nhà mới và video clip anh em cập nhật lại nhé.  Nguyễn Thiện Thuật 32 2 3 11 7.8 Tỷ Phường Bàn Cờ TPHCM 5-10 Tỷ HĐ Lê Hữu Thời Phòng Như Ý  Nguồn ĐC Lê Hữu Thời Như Ý Hoa Hồng 3% Giá Bán.  Bán nhà hẻm xe hơi thông ngay khu vực trung tâm Quận 3, Diện Tích 3x11x 2 Tầng, hoàn công đủ. Hiện trạng nhà cũ, chủ xác định bán đất tặng nhà. Nhà nằm ngay khu vực chợ Băn Cờ - Nguyễn Thiện Thuật , khãh mua ở tiện kinh doanh buôn bán.  Pháp lý : sổ hồng hoàn công đủ, nhà mới xoá thế chấp ngân hàng.  Anh em cần khảo sát theo hẻm 84 Bàn Cờ hoặc 114 Bàn Cờ rất đẹp, chủ nhà đang đi du lịch đến 15/7 mới về nhà nên anh em tư vấn khách xem vị trú và pháp lý sổ. Khi dẫn khách thực hiện theo qui trình chuẩn của Công Ty. Liên hệ trước 60p với ĐC Thời để được hổ trợ tốt nhất. Chúc anh em sớm chốt nhà và bùng nổ.",Quận 3 - Hẻm xe hơi - 2 tầng,"HKĐC- Ký với mẹ,người quyết định giá. Bán nhà hẻm xe hơi thông ngay khu vực trung tâm Quận 3, Diện Tích 3x11x 2 Tầng, hoàn công đủ. Pháp lý : sổ hồng hoàn công đủ, nhà mới xoá thế chấp ngân hàng.","{""duong"": null, ""phuong"": null, ""quan"": ""Quận 3"", ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": 2, ""mat_tien_m"": 3.0, ""chieu_sau_m"": 11.0, ""phan_loai_hem"": ""Hẻm xe hơi""}",5,Tất cả thông tin trích xuất đều chính xác và có nguồn gốc từ tin thô.,4,Loại bỏ tốt rác nhưng còn giữ lại ký hiệu nội bộ (HKĐC-).,5,"Bảo toàn đầy đủ các thông số: Quận 3, hẻm xe hơi, diện tích và tầng.",,,,,
SYS-MP7635C7-K7,"Võ Văn Tần 25.4/35.5 5 2.9 12 7.5 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Nguyễn Trung Hiếu Tây Đô  H3GB nguồn Hội đồng thẩm định 🌹KHU VIP Q3 - 5 TẦNG - CHỐT NHANH ACE ƠI💥💥     ✅ Kết cấu: 1 trệt 1 lửng 2 lầu sân thượng gồm 5pn 4wc. Nhà mới đẹp ở ngay, tặng full nội thất     ✅ Diện tích: ngang 2.97m dài 12m. Hẻm thoáng mát sạch sẽ, khu an ninh dân trí, cách mặt tiền 15m     ✅ Pháp lý: Chuẩn, Sổ hồng công chứng nhanh     💡LƯU Ý : ,,     💥💥💥 Anh chị em ký phiếu YCDV dẫn khách theo quy trình công ty. Đầu chủ Nguyễn Hiếu đã soạn sẵn HĐ Đặt cọc, chỉ chờ anh em Thiên Khôi đến ký.✍️✍️✍️,,🌹🌹🌹🌹💥💥💥🌹🌹🌹🌹",Hẻm thông,"✅ Diện tích: ngang 2.97m dài 12m. Hẻm thoáng mát sạch sẽ, khu an ninh dân trí, cách mặt tiền 15m ✅ Pháp lý: Chuẩn, Sổ hồng công chứng nhanh","{""duong"": null, ""phuong"": null, ""quan"": null, ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": null, ""mat_tien_m"": 2.97, ""chieu_sau_m"": 12.0, ""phan_loai_hem"": ""Hẻm thông""}",4,Bỏ sót thông tin giá và khu vực cụ thể.,3,Vẫn còn các từ ngữ mang tính chất nội bộ của môi giới.,4,Thiếu tên đường/quận rõ ràng trong phần rút gọn.,,,,,
SYS-MP7637OS-RJ,"Nguyễn Thiện Thuật 36/40 2 3.5 11 7.3 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Trần Nguyễn Phúc Khương_ĐC Hắc Long  H3GB nguồn Đầu chủ Trần Nguyễn Phúc Khương_ĐC - Hắc Long Ngày 29/04/2026 chủ giảm chào 200tr, giá chào mới 7.3 tỷ.  🔥[QUẬN 3] NGỘP HXH NGUYỄN THIỆN THUẬT NH ĐỊNH GIÁ 10TỶ - 40M2 - 2TẦNG BTCT - 7.3 TỶ TL      ✔️MÔ TẢ:  ✅ Hiện trạng: 1 Trệt, 1 Lầu BTCT, DT: 3.5m x Dài 11m nở hậu 4m (2PN + 2WC)   ✅ Vị Trí: Hẻm xe hơi thông, đối diện CC Nguyễn Thiện Thuật, Nguyễn Đình Chiểu.   ✅ Pháp lý: Sổ hồng riêng, hoàn công đủ đang vay. Ngân hàng định giá 10Tỷ.       👏AE khảo sát báo cáo dẫn khách đúng quy trình Cty ký phiếu YCCCDV, Khách xem báo trước Trưởng phòng Khương 60phút để chuẩn bị hỗ trợ tốt nhất.   💥Chúc ACE chốt nhà bùng nổ. Mong kết duyên cùng AE.",Quận 3 - 3.0m2 (40.0x2.0) - Hẻm xe hơi - 10 tầng - 2.0 Tỷ,"🔥[QUẬN 3] NGỘP HXH NGUYỄN THIỆN THUẬT NH ĐỊNH GIÁ 10TỶ - 40M2 - 2TẦNG BTCT - 7.3 TỶ TL ✅ Vị Trí: Hẻm xe hơi thông, đối diện CC Nguyễn Thiện Thuật, Nguyễn Đình Chiểu. ✅ Pháp lý: Sổ hồng riêng, hoàn công đủ đang vay.","{""duong"": null, ""phuong"": null, ""quan"": ""Quận 3"", ""gia_ty"": 2.0, ""dien_tich_m2"": 3.0, ""so_tang"": 10, ""mat_tien_m"": 40.0, ""chieu_sau_m"": 2.0, ""phan_loai_hem"": ""Hẻm xe hơi""}",4,Sai lệch giá và diện tích giữa tiêu đề/mô tả rút gọn.,3,"Vẫn còn các cụm từ nội bộ (HXH, TL) chưa được loại bỏ hoàn toàn.",4,Bỏ sót thông số diện tích và tầng trong tiêu đề dự đoán.,,,,,
